date,FF_O,TCMNOM_Y1,TCMNOM_Y5
20060704,,,
20060705,5.25,5.29,5.19
20060706,5.24,5.28,5.15
20060707,5.22,5.25,5.1
20060710,5.24,5.27,5.1
20060711,5.25,5.26,5.07
20060712,5.27,5.26,5.08
20060713,5.26,5.22,5.04
20060714,5.26,5.2,5.02
20060717,5.28,5.24,5.04
20060718,5.22,5.28,5.1
20060719,5.23,5.22,5.02
20060720,5.24,5.18,4.98
20060721,5.23,5.19,4.99
20060724,5.24,5.21,4.99
20060725,5.24,5.21,5.02
20060726,5.24,5.16,4.99
20060727,5.27,5.16,4.98
20060728,5.26,5.1,4.92
20060731,5.31,5.11,4.91
20060801,5.27,5.11,4.9
20060802,5.25,5.11,4.88
20060803,5.27,5.12,4.9
20060804,5.25,5.07,4.84
20060807,5.24,5.12,4.86
20060808,5.26,5.08,4.85
20060809,5.25,5.07,4.86
20060810,5.24,5.08,4.86
20060811,5.24,5.12,4.91
20060814,5.26,5.17,4.95
20060815,5.24,5.11,4.88
20060816,5.17,5.06,4.81
20060817,5.2,5.08,4.82
20060818,5.25,5.08,4.78
20060821,5.24,5.07,4.77
20060822,5.24,5.07,4.77
20060823,5.25,5.07,4.77
20060824,5.25,5.07,4.78
20060825,5.25,5.06,4.76
20060828,5.25,5.08,4.77
20060829,5.23,5.06,4.77
20060830,5.25,5.03,4.72
20060831,5.31,5.01,4.7
20060901,5.25,4.99,4.68
20060904,,,
20060905,5.26,5.02,4.73
20060906,5.21,5.02,4.75
20060907,5.23,5.02,4.74
20060908,5.23,5,4.71
20060911,5.24,5.03,4.74
20060912,5.21,5.02,4.71
20060913,5.26,4.99,4.7
20060914,5.26,5.02,4.74
20060915,5.25,5.03,4.76
20060918,5.23,5.04,4.77
20060919,5.21,4.99,4.69
20060920,5.23,5,4.7
20060921,5.24,4.93,4.6
20060922,5.27,4.9,4.55
20060925,5.3,4.88,4.51
20060926,5.25,4.91,4.55
20060927,5.3,4.89,4.56
20060928,5.28,4.9,4.57
20060929,5.34,4.91,4.59
20061002,5.33,4.9,4.56
20061003,5.25,4.9,4.56
20061004,5.23,4.87,4.5
20061005,5.23,4.9,4.55
20061006,5.22,4.94,4.64
20061009,,,
20061010,5.28,5,4.71
20061011,5.25,5.02,4.75
20061012,5.25,5.03,4.74
20061013,5.21,5.05,4.77
20061016,5.28,5.05,4.76
20061017,5.21,5.04,4.73
20061018,5.23,5.04,4.74
20061019,5.22,5.05,4.75
20061020,5.25,5.05,4.76
20061023,5.24,5.09,4.8
20061024,5.24,5.1,4.81
20061025,5.26,5.08,4.75
20061026,5.23,5.06,4.69
20061027,5.23,5.02,4.64
20061030,5.27,5.03,4.64
20061031,5.31,4.99,4.57
20061101,5.23,4.95,4.52
20061102,5.22,4.97,4.55
20061103,5.25,5.06,4.7
20061106,5.24,5.06,4.69
20061107,5.22,5.03,4.63
20061108,5.22,5.02,4.61
20061109,5.23,5.02,4.6
20061110,5.23,5.01,4.57
20061113,5.27,5.03,4.6
20061114,5.25,5.01,4.57
20061115,5.29,5.04,4.62
20061116,5.25,5.06,4.67
20061117,5.2,5.02,4.6
20061120,5.25,5.02,4.6
20061121,5.29,5.02,4.58
20061122,5.26,5.01,4.57
20061123,,,
20061124,5.24,5,4.55
20061127,5.32,5,4.54
20061128,5.24,4.98,4.5
20061129,5.26,4.98,4.51
20061130,5.31,4.94,4.45
20061201,5.27,4.87,4.39
20061204,5.22,4.87,4.39
20061205,5.21,4.86,4.39
20061206,5.22,4.9,4.44
20061207,5.25,4.9,4.45
20061208,5.25,4.95,4.53
20061211,5.25,4.94,4.5
20061212,5.23,4.91,4.45
20061213,5.23,4.95,4.54
20061214,5.29,4.97,4.58
20061215,5.27,4.96,4.57
20061218,5.21,4.97,4.57
20061219,5.21,4.96,4.57
20061220,5.26,4.96,4.57
20061221,5.25,4.93,4.52
20061222,5.24,4.96,4.59
20061225,,,
20061226,5.29,4.97,4.58
20061227,5.17,4.99,4.64
20061228,5.25,5.01,4.69
20061229,5.17,5,4.7
20070101,,,
20070102,5.3,5,4.68
20070103,5.28,4.98,4.66
20070104,5.24,4.95,4.61
20070105,5.21,4.98,4.65
20070108,5.23,5.01,4.66
20070109,5.25,5.02,4.65
20070110,5.26,5.02,4.68
20070111,5.27,5.05,4.73
20070112,5.22,5.06,4.76
20070115,,,
20070116,5.28,5.06,4.74
20070117,5.25,5.08,4.78
20070118,5.23,5.07,4.75
20070119,5.25,5.09,4.78
20070122,5.24,5.09,4.77
20070123,5.26,5.1,4.81
20070124,5.27,5.09,4.81
20070125,5.31,5.11,4.85
20070126,5.26,5.12,4.87
20070129,5.26,5.12,4.89
20070130,5.23,5.11,4.86
20070131,5.33,5.09,4.82
20070201,5.29,5.09,4.84
20070202,5.24,5.08,4.82
20070205,5.25,5.08,4.8
20070206,5.24,5.07,4.76
20070207,5.23,5.06,4.74
20070208,5.25,5.06,4.73
20070209,5.25,5.08,4.78
20070212,5.28,5.1,4.8
20070213,5.26,5.1,4.81
20070214,5.27,5.06,4.72
20070215,5.29,5.04,4.68
20070216,5.24,5.05,4.68
20070219,,,
20070220,5.27,5.04,4.67
20070221,5.23,5.05,4.68
20070222,5.26,5.07,4.72
20070223,5.24,5.05,4.67
20070226,5.3,5.05,4.62
20070227,5.27,4.93,4.46
20070228,5.41,4.96,4.52
20070301,5.31,4.95,4.5
20070302,5.23,4.9,4.46
20070305,5.27,4.89,4.45
20070306,5.22,4.92,4.48
20070307,5.24,4.9,4.45
20070308,5.24,4.91,4.45
20070309,5.24,4.98,4.55
20070312,5.25,4.96,4.5
20070313,5.25,4.9,4.41
20070314,5.27,4.91,4.44
20070315,5.29,4.93,4.46
20070316,5.25,4.95,4.47
20070319,5.26,4.96,4.5
20070320,5.26,4.94,4.47
20070321,5.26,4.89,4.43
20070322,5.27,4.91,4.49
20070323,5.24,4.93,4.52
20070326,5.28,4.91,4.48
20070327,5.25,4.91,4.5
20070328,5.27,4.9,4.5
20070329,5.29,4.9,4.53
20070330,5.3,4.9,4.54
20070402,5.25,4.92,4.54
20070403,5.2,4.93,4.56
20070404,5.21,4.92,4.55
20070405,5.3,4.93,4.57
20070406,5.3,4.98,4.67
20070409,5.28,4.98,4.66
20070410,5.26,4.97,4.63
20070411,5.24,4.97,4.66
20070412,5.27,4.97,4.66
20070413,5.25,4.98,4.68
20070416,5.29,4.97,4.67
20070417,5.2,4.93,4.61
20070418,5.19,4.91,4.56
20070419,5.23,4.91,4.57
20070420,5.25,4.91,4.57
20070423,5.23,4.9,4.55
20070424,5.2,4.88,4.51
20070425,5.19,4.9,4.55
20070426,5.24,4.92,4.59
20070427,5.24,4.91,4.59
20070430,5.29,4.89,4.51
20070501,5.26,4.89,4.54
20070502,5.21,4.9,4.55
20070503,5.24,4.93,4.59
20070504,5.24,4.91,4.55
20070507,5.24,4.92,4.55
20070508,5.21,4.91,4.54
20070509,5.21,4.9,4.58
20070510,5.25,4.86,4.56
20070511,5.27,4.85,4.58
20070514,5.26,4.87,4.61
20070515,5.29,4.85,4.63
20070516,5.25,4.82,4.62
20070517,5.25,4.86,4.68
20070518,5.24,4.92,4.74
20070521,5.24,4.95,4.71
20070522,5.23,4.96,4.76
20070523,5.25,4.96,4.79
20070524,5.24,4.94,4.79
20070525,5.29,4.93,4.8
20070528,,,
20070529,5.29,4.96,4.82
20070530,5.25,4.96,4.83
20070531,5.28,4.95,4.86
20070601,5.23,4.98,4.92
20070604,5.24,4.99,4.91
20070605,5.19,4.99,4.96
20070606,5.25,4.96,4.94
20070607,5.25,4.99,5.05
20070608,5.26,4.96,5.06
20070611,5.27,4.98,5.07
20070612,5.26,5.01,5.18
20070613,5.26,4.98,5.13
20070614,5.28,4.98,5.16
20070615,5.26,4.93,5.1
20070618,5.23,4.95,5.07
20070619,5.21,4.92,5
20070620,5.27,4.97,5.05
20070621,5.26,4.96,5.06
20070622,5.24,4.94,5.02
20070625,5.29,4.96,4.97
20070626,5.25,4.97,4.99
20070627,5.26,4.93,4.97
20070628,5.26,4.95,5.02
20070629,5.31,4.91,4.92
20070702,5.31,4.97,4.9
20070703,5.24,4.98,4.95
20070704,,,
20070705,5.25,5.02,5.05
20070706,5.22,5,5.1
20070709,5.22,5.03,5.07
20070710,5.24,4.97,4.93
20070711,5.24,4.99,4.98
20070712,5.26,5.02,5.03
20070713,5.25,5.01,5.01
20070716,5.32,5.01,4.95
20070717,5.28,5.02,4.98
20070718,5.26,4.98,4.91
20070719,5.25,5,4.94
20070720,5.25,4.96,4.85
20070723,5.26,5,4.86
20070724,5.25,4.97,4.82
20070725,5.32,4.95,4.8
20070726,5.28,4.83,4.61
20070727,5.25,4.82,4.6
20070730,5.29,4.87,4.64
20070731,5.28,4.85,4.6
20070801,5.3,4.82,4.6
20070802,5.24,4.83,4.62
20070803,5.24,4.76,4.52
20070806,5.26,4.76,4.52
20070807,5.26,4.84,4.6
20070808,5.27,4.89,4.69
20070809,5.41,4.74,4.58
20070810,4.68,4.69,4.59
20070813,4.81,4.75,4.57
20070814,4.54,4.67,4.51
20070815,4.71,4.41,4.41
20070816,4.97,4.18,4.26
20070817,4.91,4.19,4.35
20070820,5.03,4.15,4.32
20070821,4.89,4.07,4.27
20070822,4.77,4.1,4.34
20070823,4.88,4.19,4.36
20070824,5.11,4.31,4.42
20070827,5.27,4.55,4.39
20070828,5.3,4.36,4.25
20070829,5,4.24,4.31
20070830,5,4.17,4.21
20070831,4.96,4.19,4.25
20070903,,,
20070904,5.22,4.39,4.26
20070905,5.18,4.28,4.16
20070906,4.98,4.3,4.2
20070907,4.86,4.1,4.03
20070910,5.07,4.09,4
20070911,5.06,4.16,4.07
20070912,5.18,4.12,4.11
20070913,5.09,4.2,4.22
20070914,5.25,4.16,4.18
20070917,5.33,4.23,4.21
20070918,4.92,4.08,4.19
20070919,4.74,4.06,4.2
20070920,4.77,4.1,4.35
20070921,4.76,4.09,4.31
20070924,4.74,4.09,4.31
20070925,4.82,4.04,4.26
20070926,4.88,4.03,4.27
20070927,4.93,4.03,4.22
20070928,4.58,4.05,4.23
20071001,4.92,4.11,4.24
20071002,4.78,4.1,4.2
20071003,4.68,4.11,4.24
20071004,4.74,4.1,4.22
20071005,4.77,4.16,4.33
20071008,,,
20071009,4.91,4.23,4.38
20071010,4.52,4.23,4.37
20071011,4.75,4.22,4.36
20071012,4.75,4.28,4.42
20071015,4.81,4.33,4.4
20071016,4.68,4.26,4.34
20071017,4.7,4.11,4.22
20071018,4.69,4.03,4.17
20071019,4.77,3.98,4.03
20071022,4.71,4.05,4.08
20071023,4.67,4.01,4.06
20071024,4.74,3.91,3.99
20071025,4.86,3.93,4.01
20071026,4.8,3.96,4.04
20071029,4.84,4,4.04
20071030,4.78,3.98,4.06
20071031,4.6,4.04,4.16
20071101,4.59,3.89,4.02
20071102,4.28,3.74,3.93
20071105,4.29,3.86,3.96
20071106,4.22,3.83,3.99
20071107,4.39,3.71,3.92
20071108,4.58,3.61,3.81
20071109,4.49,3.57,3.77
20071112,,,
20071113,4.61,3.68,3.84
20071114,4.6,3.65,3.86
20071115,4.54,3.49,3.71
20071116,4.51,3.49,3.68
20071119,4.51,3.43,3.57
20071120,4.51,3.32,3.52
20071121,4.5,3.18,3.4
20071122,,,
20071123,4.56,3.28,3.42
20071126,4.62,3.2,3.23
20071127,4.39,3.26,3.38
20071128,4.53,3.31,3.5
20071129,4.55,3.22,3.42
20071130,4.66,3.26,3.41
20071203,4.52,3.15,3.28
20071204,4.5,3.11,3.28
20071205,4.31,3.13,3.28
20071206,4.49,3.2,3.39
20071207,4.41,3.24,3.51
20071210,4.46,3.26,3.54
20071211,4.29,3.09,3.32
20071212,4.28,3.16,3.41
20071213,4.3,3.22,3.54
20071214,4.24,3.28,3.63
20071217,4.31,3.34,3.57
20071218,4.16,3.31,3.53
20071219,3.98,3.26,3.46
20071220,4.37,3.2,3.45
20071221,4.28,3.31,3.58
20071224,4,3.46,3.65
20071225,,,
20071226,4.26,3.49,3.72
20071227,4.15,3.37,3.64
20071228,4.01,3.34,3.52
20071231,3.06,3.34,3.45
20080101,,,
20080102,4.11,3.17,3.28
20080103,4.25,3.13,3.26
20080104,4.18,3.06,3.18
20080107,4.27,3.11,3.16
20080108,4.27,3.09,3.16
20080109,4.26,3.04,3.1
20080110,4.26,3.04,3.16
20080111,4.23,2.91,3.06
20080114,4.24,2.9,3.08
20080115,4.24,2.87,3
20080116,4.22,2.86,3
20080117,4.23,2.81,2.9
20080118,4.17,2.69,2.86
20080121,,,
20080122,3.68,2.29,2.64
20080123,3.43,2.19,2.64
20080124,3.47,2.4,2.85
20080125,3.6,2.34,2.81
20080128,3.5,2.3,2.8
20080129,3.47,2.33,2.87
20080130,3.26,2.3,2.96
20080131,3.22,2.11,2.82
20080201,3.12,2.13,2.75
20080204,2.82,2.17,2.78
20080205,2.71,2.06,2.66
20080206,2.94,2.05,2.67
20080207,3.03,2.08,2.79
20080208,3.05,2.05,2.69
20080211,2.88,2.06,2.67
20080212,2.91,2.06,2.71
20080213,3.02,2.03,2.71
20080214,3.03,2.05,2.81
20080215,2.97,2.02,2.76
20080218,,,
20080219,2.94,2.11,2.93
20080220,3,2.16,3.02
20080221,3.01,2.05,2.8
20080222,2.97,2.08,2.81
20080225,3,2.13,2.98
20080226,2.85,2.07,2.92
20080227,2.93,2.02,2.89
20080228,3.06,1.92,2.73
20080229,3.01,1.77,2.5
20080303,3.1,1.74,2.48
20080304,2.9,1.72,2.53
20080305,2.93,1.72,2.59
20080306,2.99,1.59,2.5
20080307,2.96,1.55,2.45
20080310,2.99,1.46,2.37
20080311,2.95,1.67,2.61
20080312,2.97,1.58,2.49
20080313,2.98,1.54,2.53
20080314,2.99,1.37,2.37
20080317,2.69,1.32,2.23
20080318,2.16,1.4,2.42
20080319,2.08,1.33,2.36
20080320,2.22,1.33,2.36
20080321,2.08,,
20080324,2.08,1.68,2.64
20080325,2.42,1.64,2.61
20080326,2.3,1.56,2.55
20080327,2.27,1.57,2.61
20080328,2.09,1.56,2.51
20080331,2.51,1.55,2.46
20080401,2.38,1.62,2.65
20080402,2.18,1.67,2.72
20080403,2.19,1.68,2.75
20080404,2.26,1.63,2.63
20080407,2.24,1.72,2.75
20080408,2.23,1.68,2.72
20080409,2.2,1.6,2.59
20080410,2.3,1.61,2.66
20080411,2.37,1.52,2.57
20080414,2.32,1.53,2.6
20080415,2.32,1.56,2.68
20080416,2.35,1.65,2.82
20080417,2.37,1.77,2.9
20080418,2.32,1.85,2.95
20080421,2.28,1.86,2.95
20080422,1.99,1.84,2.96
20080423,2.18,1.83,2.98
20080424,2.26,1.91,3.15
20080425,2.28,1.97,3.2
20080428,2.29,1.95,3.14
20080429,2.21,1.94,3.11
20080430,2.37,1.85,3.03
20080501,2.16,1.94,3.06
20080502,1.88,1.97,3.18
20080505,1.85,1.98,3.14
20080506,1.91,1.96,3.15
20080507,2.01,1.94,3.09
20080508,1.99,1.91,2.99
20080509,1.97,1.91,2.98
20080512,1.88,2.01,3
20080513,1.93,2.08,3.17
20080514,2.03,2.11,3.22
20080515,2.03,2.08,3.1
20080516,1.91,2.09,3.12
20080519,1.95,2.07,3.09
20080520,1.99,2.05,3.02
20080521,2.03,2.07,3.09
20080522,2.05,2.15,3.24
20080523,1.99,2.11,3.15
20080526,,,
20080527,2.23,2.15,3.25
20080528,2.08,2.21,3.36
20080529,2.01,2.16,3.41
20080530,1.98,2.22,3.41
20080602,2.06,2.17,3.28
20080603,1.95,2.14,3.21
20080604,1.98,2.14,3.26
20080605,1.98,2.15,3.34
20080606,2.01,2.12,3.2
20080609,2.02,2.29,3.41
20080610,1.96,2.53,3.54
20080611,1.95,2.47,3.49
20080612,2.01,2.62,3.68
20080613,2.02,2.64,3.73
20080616,2.06,2.68,3.73
20080617,1.87,2.58,3.66
20080618,1.84,2.53,3.57
20080619,1.94,2.58,3.67
20080620,1.99,2.49,3.57
20080623,1.98,2.57,3.65
20080624,1.93,2.53,3.52
20080625,1.97,2.48,3.54
20080626,2.05,2.39,3.44
20080627,1.99,2.35,3.36
20080630,2.47,2.36,3.34
20080701,2.11,2.38,3.33
20080702,1.95,2.35,3.31
20080703,1.92,2.3,3.28
20080704,,,
20080707,1.99,2.26,3.23
20080708,1.97,2.26,3.19
20080709,1.99,2.21,3.11
20080710,2.01,2.2,3.1
20080711,1.97,2.3,3.27
20080714,2.06,2.23,3.2
20080715,2.16,2.15,3.12
20080716,1.95,2.16,3.2
20080717,2.03,2.26,3.35
20080718,1.96,2.26,3.42
20080721,1.98,2.3,3.41
20080722,1.97,2.33,3.48
20080723,2.04,2.4,3.51
20080724,2.06,2.26,3.37
20080725,2.13,2.35,3.45
20080728,2,2.28,3.34
20080729,2.05,2.36,3.39
20080730,2.03,2.33,3.36
20080731,2.09,2.27,3.25
20080801,2.04,2.25,3.23
20080804,1.97,2.27,3.23
20080805,1.97,2.26,3.28
20080806,2.01,2.26,3.3
20080807,1.96,2.17,3.16
20080808,2.01,2.19,3.21
20080811,1.99,2.27,3.27
20080812,1.95,2.18,3.16
20080813,1.98,2.19,3.21
20080814,2.09,2.14,3.15
20080815,2.08,2.12,3.11
20080818,1.91,2.15,3.07
20080819,1.94,2.11,3.07
20080820,1.98,2.06,3
20080821,2.01,2.1,3.08
20080822,2.02,2.17,3.14
20080825,2.01,2.12,3.04
20080826,1.88,2.19,3.06
20080827,1.98,2.16,3.02
20080828,1.99,2.19,3.09
20080829,1.94,2.17,3.1
20080901,,,
20080902,1.96,2.12,3
20080903,2.01,2.08,2.95
20080904,1.99,2.04,2.87
20080905,1.97,2.07,2.91
20080908,1.92,2.12,2.96
20080909,1.96,2.06,2.9
20080910,2.12,2.06,2.91
20080911,2,2.01,2.87
20080912,2.1,2.02,2.97
20080915,2.64,1.66,2.59
20080916,1.98,1.72,2.64
20080917,2.8,1.5,2.52
20080918,2.16,1.53,2.67
20080919,1.48,2.05,3.01
20080922,1.51,2.06,3.04
20080923,1.46,2.01,3.03
20080924,1.19,1.9,2.91
20080925,1.23,1.97,3.09
20080926,1.08,1.81,3.05
20080929,1.56,1.6,2.7
20080930,2.03,1.78,2.98
20081001,1.15,1.72,2.87
20081002,0.67,1.45,2.68
20081003,1.1,1.41,2.64
20081006,1.96,1.23,2.45
20081007,2.97,1.27,2.45
20081008,2.24,1.28,2.7
20081009,1.4,1.33,2.79
20081010,0.79,1.08,2.77
20081013,,,
20081014,1.1,1.22,3.01
20081015,1.04,1.14,2.9
20081016,0.83,1.29,2.84
20081017,0.6,1.34,2.83
20081020,0.7,1.69,2.82
20081021,0.67,1.74,2.63
20081022,0.81,1.64,2.56
20081023,0.93,1.61,2.57
20081024,0.95,1.6,2.64
20081027,0.92,1.57,2.67
20081028,0.67,1.53,2.75
20081029,0.36,1.41,2.77
20081030,0.3,1.36,2.84
20081031,0.22,1.34,2.8
20081103,0.23,1.31,2.71
20081104,0.23,1.28,2.56
20081105,0.23,1.22,2.5
20081106,0.23,1.17,2.46
20081107,0.27,1.2,2.56
20081110,0.29,1.16,2.51
20081111,,,
20081112,0.35,1.03,2.37
20081113,0.35,1.16,2.43
20081114,0.34,1.14,2.33
20081117,0.37,1.08,2.32
20081118,0.38,1.05,2.22
20081119,0.38,0.97,2.08
20081120,0.49,0.87,1.94
20081121,0.57,0.83,2.02
20081124,0.62,0.95,2.24
20081125,0.59,0.95,2.06
20081126,0.53,0.93,2.01
20081127,,,
20081128,0.52,0.9,1.93
20081201,0.52,0.81,1.71
20081202,0.47,0.77,1.65
20081203,0.36,0.7,1.6
20081204,0.2,0.61,1.51
20081205,0.12,0.54,1.67
20081208,0.12,0.53,1.76
20081209,0.13,0.49,1.61
20081210,0.11,0.49,1.62
20081211,0.14,0.51,1.55
20081212,0.15,0.5,1.55
20081215,0.18,0.5,1.5
20081216,0.17,0.45,1.34
20081217,0.12,0.45,1.35
20081218,0.11,0.43,1.26
20081219,0.11,0.44,1.35
20081222,0.11,0.4,1.4
20081223,0.11,0.41,1.53
20081224,0.11,0.4,1.54
20081225,,,
20081226,0.09,0.38,1.51
20081229,0.1,0.36,1.45
20081230,0.09,0.34,1.47
20081231,0.14,0.37,1.55
20090101,,,
20090102,0.08,0.4,1.72
20090105,0.11,0.43,1.67
20090106,0.09,0.45,1.68
20090107,0.11,0.44,1.66
20090108,0.1,0.44,1.6
20090109,0.09,0.43,1.51
20090112,0.1,0.43,1.45
20090113,0.1,0.43,1.44
20090114,0.15,0.42,1.36
20090115,0.18,0.42,1.36
20090116,0.19,0.43,1.47
20090119,,,
20090120,0.2,0.42,1.48
20090121,0.23,0.43,1.6
20090122,0.21,0.42,1.61
20090123,0.18,0.46,1.64
20090126,0.19,0.47,1.67
20090127,0.18,0.47,1.59
20090128,0.19,0.48,1.7
20090129,0.23,0.51,1.87
20090130,0.23,0.51,1.85
20090202,0.24,0.51,1.75
20090203,0.24,0.53,1.88
20090204,0.24,0.53,1.91
20090205,0.23,0.54,1.89
20090206,0.23,0.57,1.97
20090209,0.22,0.6,1.99
20090210,0.24,0.6,1.79
20090211,0.22,0.6,1.76
20090212,0.23,0.58,1.73
20090213,0.22,0.61,1.88
20090216,,,
20090217,0.25,0.61,1.65
20090218,0.23,0.64,1.81
20090219,0.21,0.67,1.89
20090220,0.2,0.64,1.81
20090223,0.19,0.69,1.84
20090224,0.21,0.71,1.89
20090225,0.21,0.75,2.06
20090226,0.22,0.73,2.07
20090227,0.22,0.72,1.99
20090302,0.22,0.67,1.86
20090303,0.2,0.68,1.87
20090304,0.21,0.71,1.97
20090305,0.2,0.66,1.82
20090306,0.2,0.67,1.83
20090309,0.2,0.69,1.9
20090310,0.2,0.71,1.99
20090311,0.19,0.71,1.96
20090312,0.18,0.7,1.92
20090313,0.15,0.67,1.87
20090316,0.2,0.69,1.91
20090317,0.2,0.69,2
20090318,0.18,0.6,1.54
20090319,0.17,0.6,1.64
20090320,0.18,0.6,1.66
20090323,0.17,0.6,1.69
20090324,0.17,0.62,1.7
20090325,0.17,0.6,1.84
20090326,0.16,0.57,1.8
20090327,0.15,0.58,1.79
20090330,0.16,0.58,1.72
20090331,0.16,0.57,1.67
20090401,0.16,0.58,1.65
20090402,0.16,0.59,1.74
20090403,0.13,0.6,1.87
20090406,0.14,0.6,1.9
20090407,0.14,0.6,1.87
20090408,0.14,0.59,1.83
20090409,0.14,0.6,1.9
20090410,0.15,,
20090413,0.13,0.57,1.81
20090414,0.16,0.54,1.71
20090415,0.16,0.54,1.71
20090416,0.15,0.54,1.79
20090417,0.13,0.57,1.91
20090420,0.14,0.54,1.82
20090421,0.15,0.53,1.87
20090422,0.15,0.52,1.92
20090423,0.17,0.49,1.89
20090424,0.16,0.5,1.96
20090427,0.17,0.49,1.87
20090428,0.16,0.52,1.97
20090429,0.18,0.5,2.01
20090430,0.2,0.49,2.02
20090501,0.22,0.49,2.03
20090504,0.22,0.52,2.03
20090505,0.2,0.53,2.05
20090506,0.18,0.51,2.06
20090507,0.18,0.54,2.15
20090508,0.17,0.55,2.15
20090511,0.17,0.53,2.04
20090512,0.16,0.54,2.02
20090513,0.16,0.52,1.98
20090514,0.16,0.5,1.98
20090515,0.17,0.5,2.01
20090518,0.16,0.5,2.09
20090519,0.15,0.48,2.12
20090520,0.14,0.44,2.05
20090521,0.17,0.45,2.16
20090522,0.17,0.49,2.23
20090525,,,
20090526,0.18,0.5,2.3
20090527,0.17,0.49,2.43
20090528,0.17,0.48,2.46
20090529,0.19,0.47,2.34
20090601,0.21,0.48,2.55
20090602,0.2,0.46,2.52
20090603,0.21,0.45,2.43
20090604,0.2,0.47,2.56
20090605,0.21,0.62,2.85
20090608,0.21,0.62,2.95
20090609,0.18,0.56,2.86
20090610,0.18,0.55,2.93
20090611,0.17,0.53,2.87
20090612,0.17,0.52,2.81
20090615,0.22,0.51,2.75
20090616,0.22,0.51,2.7
20090617,0.24,0.5,2.69
20090618,0.25,0.52,2.86
20090619,0.25,0.51,2.82
20090622,0.24,0.5,2.75
20090623,0.24,0.5,2.71
20090624,0.21,0.5,2.74
20090625,0.19,0.47,2.58
20090626,0.18,0.45,2.53
20090629,0.17,0.51,2.53
20090630,0.22,0.56,2.54
20090701,0.2,0.54,2.51
20090702,0.17,0.49,2.43
20090703,0.16,,
20090706,0.18,0.48,2.4
20090707,0.18,0.46,2.36
20090708,0.16,0.45,2.23
20090709,0.15,0.47,2.33
20090710,0.15,0.45,2.22
20090713,0.13,0.47,2.27
20090714,0.13,0.47,2.37
20090715,0.14,0.5,2.52
20090716,0.15,0.47,2.46
20090717,0.15,0.48,2.52
20090720,0.15,0.47,2.46
20090721,0.14,0.46,2.36
20090722,0.14,0.47,2.43
20090723,0.15,0.49,2.6
20090724,0.15,0.47,2.57
20090727,0.16,0.49,2.63
20090728,0.15,0.49,2.63
20090729,0.17,0.5,2.69
20090730,0.17,0.48,2.66
20090731,0.18,0.48,2.53
20090803,0.18,0.48,2.66
20090804,0.17,0.47,2.68
20090805,0.17,0.49,2.73
20090806,0.17,0.48,2.73
20090807,0.17,0.52,2.84
20090810,0.17,0.49,2.75
20090811,0.16,0.48,2.69
20090812,0.15,0.47,2.7
20090813,0.15,0.45,2.58
20090814,0.15,0.44,2.51
20090817,0.17,0.45,2.43
20090818,0.17,0.43,2.48
20090819,0.17,0.43,2.43
20090820,0.17,0.42,2.43
20090821,0.16,0.45,2.58
20090824,0.16,0.44,2.5
20090825,0.15,0.47,2.48
20090826,0.15,0.45,2.46
20090827,0.14,0.46,2.48
20090828,0.14,0.44,2.46
20090831,0.15,0.43,2.39
20090901,0.15,0.43,2.33
20090902,0.16,0.41,2.26
20090903,0.15,0.42,2.29
20090904,0.15,0.42,2.36
20090907,,,
20090908,0.15,0.41,2.38
20090909,0.15,0.4,2.38
20090910,0.16,0.4,2.29
20090911,0.15,0.39,2.29
20090914,0.16,0.4,2.37
20090915,0.17,0.39,2.41
20090916,0.17,0.38,2.46
20090917,0.16,0.4,2.41
20090918,0.16,0.41,2.49
20090921,0.15,0.4,2.47
20090922,0.15,0.42,2.45
20090923,0.15,0.41,2.4
20090924,0.14,0.39,2.37
20090925,0.13,0.41,2.36
20090928,0.13,0.4,2.33
20090929,0.11,0.41,2.34
20090930,0.07,0.4,2.31
20091001,0.11,0.37,2.2
20091002,0.13,0.37,2.22
20091005,0.13,0.36,2.21
20091006,0.12,0.37,2.25
20091007,0.13,0.34,2.16
20091008,0.12,0.35,2.22
20091009,0.12,0.38,2.36
20091012,,,
20091013,0.12,0.35,2.28
20091014,0.12,0.35,2.36
20091015,0.13,0.36,2.41
20091016,0.12,0.36,2.37
20091019,0.12,0.38,2.36
20091020,0.12,0.39,2.3
20091021,0.11,0.4,2.38
20091022,0.11,0.38,2.39
20091023,0.11,0.4,2.46
20091026,0.11,0.41,2.53
20091027,0.11,0.39,2.41
20091028,0.11,0.39,2.37
20091029,0.11,0.4,2.44
20091030,0.11,0.37,2.31
20091102,0.12,0.38,2.33
20091103,0.12,0.38,2.36
20091104,0.13,0.36,2.39
20091105,0.13,0.36,2.35
20091106,0.12,0.34,2.3
20091109,0.12,0.34,2.31
20091110,0.13,0.33,2.31
20091111,,,
20091112,0.12,0.32,2.28
20091113,0.12,0.32,2.28
20091116,0.12,0.31,2.19
20091117,0.12,0.32,2.19
20091118,0.11,0.29,2.21
20091119,0.11,0.27,2.18
20091120,0.11,0.27,2.2
20091123,0.12,0.29,2.2
20091124,0.12,0.28,2.15
20091125,0.11,0.26,2.11
20091126,,,
20091127,0.12,0.26,2.03
20091130,0.13,0.27,2.01
20091201,0.13,0.26,2.03
20091202,0.13,0.28,2.09
20091203,0.13,0.3,2.14
20091204,0.12,0.36,2.24
20091207,0.12,0.32,2.19
20091208,0.12,0.29,2.12
