date,FF_O,TCMNOM_Y1,TCMNOM_Y5
19821227,8.7,8.7,10.15
19821228,8.99,8.76,10.15
19821229,9.46,8.8,10.19
19821230,10.75,8.79,10.19
19821231,11.2,8.68,10.09
19830103,9.19,8.62,10.02
19830104,9.47,8.7,10.07
19830105,8.46,8.66,10.06
19830106,8.48,8.62,10.05
19830107,8.27,8.51,9.98
19830110,8.34,8.46,9.96
19830111,8.47,8.46,9.92
19830112,8.87,8.46,9.92
19830113,8.64,8.37,9.81
19830114,8.43,8.3,9.78
19830117,8.54,8.42,9.78
19830118,8.36,8.43,9.79
19830119,8.59,8.54,9.89
19830120,8.47,8.63,9.94
19830121,8.28,8.8,10.18
19830124,8.53,8.9,10.26
19830125,8.56,8.8,10.18
19830126,8.69,8.85,10.23
19830127,8.45,8.79,10.2
19830128,8.39,8.83,10.21
19830131,8.56,8.91,10.31
19830201,8.63,8.93,10.34
19830202,8.9,8.98,10.37
19830203,8.54,8.98,10.39
19830204,8.46,9.11,10.51
19830207,8.56,9.1,10.49
19830208,8.44,9.14,10.5
19830209,8.58,9.13,10.58
19830210,8.64,8.98,10.38
19830211,8.53,8.97,10.31
19830214,8.49,9.07,10.37
19830215,8.6,9.08,10.37
19830216,9,8.96,10.29
19830217,8.67,8.97,10.24
19830218,8.42,8.83,10.13
19830221,,,
19830222,8.48,8.75,10.01
19830223,8.49,8.73,10
19830224,8.39,8.66,9.96
19830225,8.22,8.55,9.82
19830228,8.53,8.61,9.83
19830301,8.65,8.58,9.74
19830302,8.83,8.59,9.76
19830303,8.53,8.56,9.72
19830304,8.5,8.63,9.75
19830307,8.82,8.81,9.92
19830308,8.79,8.94,10.01
19830309,8.49,8.93,10.02
19830310,8.48,9,10.08
19830311,8.4,8.98,10.12
19830314,8.53,8.93,10.02
19830315,8.82,8.93,9.99
19830316,8.93,9.01,10.09
19830317,8.74,9.13,10.14
19830318,8.7,9.24,10.15
19830321,8.78,9.27,10.2
19830322,8.84,9.31,10.29
19830323,8.76,9.2,10.23
19830324,8.85,9.23,10.24
19830325,8.76,9.39,10.32
19830328,8.89,9.39,10.33
19830329,8.96,9.29,10.28
19830330,9.17,9.32,10.25
19830331,10.81,9.34,10.27
19830401,9.12,,
19830404,9.24,9.35,10.25
19830405,9.53,9.18,10.11
19830406,9.1,9.12,10.11
19830407,9,9.12,10.09
19830408,8.84,9.1,10.11
19830411,8.73,8.92,9.99
19830412,8.61,8.96,10.01
19830413,8.47,8.95,10.01
19830414,8.69,8.92,9.93
19830415,8.73,8.94,9.98
19830418,8.65,8.89,9.95
19830419,8.76,8.99,10.04
19830420,8.61,8.98,10.01
19830421,8.7,9.05,10.07
19830422,8.52,8.97,10.03
19830425,8.48,8.92,10.01
19830426,8.45,8.89,10.02
19830427,8.9,8.79,9.92
19830428,8.83,8.79,9.91
19830429,8.84,8.75,9.88
19830502,8.77,8.69,9.82
19830503,8.81,8.67,9.81
19830504,8.64,8.62,9.73
19830505,8.69,8.65,9.76
19830506,8.45,8.58,9.74
19830509,8.46,8.75,9.86
19830510,8.35,8.64,9.81
19830511,8.51,8.62,9.82
19830512,8.56,8.79,9.87
19830513,8.39,8.68,9.86
19830516,8.73,8.86,10.02
19830517,8.81,8.9,10.03
19830518,8.83,8.88,10.06
19830519,8.75,8.98,10.17
19830520,8.68,9.04,10.2
19830523,8.74,9.16,10.27
19830524,8.72,9.19,10.3
19830525,8.76,9.21,10.29
19830526,8.7,9.31,10.38
19830527,8.59,9.29,10.37
19830530,,,
19830531,8.94,9.48,10.55
19830601,9.38,9.39,10.48
19830602,8.84,9.36,10.46
19830603,8.77,9.48,10.53
19830606,8.92,9.53,10.54
19830607,8.95,9.66,10.61
19830608,8.84,9.73,10.64
19830609,8.83,9.58,10.63
19830610,8.75,9.68,10.64
19830613,8.78,9.52,10.5
19830614,8.93,9.58,10.53
19830615,9.1,9.55,10.48
19830616,9.08,9.51,10.46
19830617,9.02,9.56,10.47
19830620,9.24,9.83,10.62
19830621,9.43,9.78,10.64
19830622,9.14,9.79,10.71
19830623,9.06,9.8,10.76
19830624,9.01,9.92,10.83
19830627,9,9.91,10.92
19830628,8.8,9.84,10.85
19830629,8.43,9.76,10.76
19830630,10.06,9.7,10.76
19830701,9.31,9.67,10.72
19830704,,,
19830705,9.19,10.01,11.03
19830706,9.27,9.98,10.98
19830707,9.23,10.2,11.12
19830708,9.14,10.29,11.16
19830711,9.21,10.16,11.09
19830712,9.22,10.29,11.24
19830713,9.39,10.28,11.21
19830714,9.25,10.26,11.21
19830715,9.39,10.37,11.36
19830718,9.54,10.27,11.3
19830719,9.53,10.22,11.23
19830720,9.49,10.12,11.14
19830721,9.43,10.1,11.16
19830722,9.48,10.19,11.26
19830725,9.48,10.2,11.26
19830726,9.49,10.24,11.33
19830727,9.4,10.22,11.32
19830728,9.45,10.39,11.47
19830729,9.52,10.48,11.59
19830801,9.64,10.53,11.63
19830802,9.84,10.65,11.68
19830803,9.63,10.57,11.68
19830804,9.64,10.7,11.84
19830805,9.63,10.68,11.85
19830808,9.74,10.78,11.95
19830809,9.72,10.72,11.88
19830810,9.6,10.81,11.94
19830811,9.68,10.78,11.87
19830812,9.67,10.77,11.82
19830815,9.85,10.58,11.58
19830816,9.67,10.44,11.52
19830817,9.46,10.37,11.41
19830818,9.59,10.36,11.44
19830819,9.47,10.4,11.5
19830822,9.37,10.21,11.3
19830823,9.32,10.28,11.37
19830824,9.17,10.19,11.3
19830825,9.3,10.29,11.35
19830826,9.43,10.37,11.4
19830829,9.43,10.54,11.63
19830830,9.47,10.55,11.67
19830831,9.59,10.59,11.79
19830901,9.61,10.57,11.76
19830902,9.52,10.62,11.81
19830905,,,
19830906,9.47,10.46,11.63
19830907,9.57,10.33,11.52
19830908,9.53,10.37,11.57
19830909,9.6,10.36,11.53
19830912,9.45,10.12,11.35
19830913,9.54,10.16,11.38
19830914,9.49,10.28,11.51
19830915,9.66,10.31,11.61
19830916,9.59,10.19,11.43
19830919,9.37,10.06,11.42
19830920,9.22,9.99,11.33
19830921,9.35,10.05,11.4
19830922,9.44,10.05,11.4
19830923,9.08,9.92,11.29
19830926,8.91,9.78,11.18
19830927,8.66,9.85,11.21
19830928,9.01,9.93,11.24
19830929,9.68,9.99,11.26
19830930,10.59,9.89,11.2
19831003,9.62,9.9,11.22
19831004,9.55,9.83,11.22
19831005,9.37,9.71,11.11
19831006,9.46,9.71,11.1
19831007,9.38,9.72,11.12
19831010,,,
19831011,9.56,9.93,11.36
19831012,9.67,9.92,11.35
19831013,9.51,9.94,11.4
19831014,9.31,9.89,11.31
19831017,9.33,9.69,11.21
19831018,9.29,9.71,11.2
19831019,9.49,9.68,11.2
19831020,9.44,9.71,11.22
19831021,9.36,9.66,11.18
19831024,9.47,9.89,11.39
19831025,9.3,9.87,11.4
19831026,9.23,9.86,11.4
19831027,9.4,9.81,11.39
19831028,9.31,9.85,11.39
19831031,9.43,9.82,11.39
19831101,9.45,9.9,11.38
19831102,9.57,9.87,11.39
19831103,9.53,9.94,11.41
19831104,9.32,10.07,11.53
19831107,9.38,10.03,11.56
19831108,9.25,,
19831109,9.42,9.96,11.54
19831110,9.38,9.87,11.4
19831111,,,
19831114,9.37,9.85,11.38
19831115,9.5,9.9,11.4
19831116,9.54,9.92,11.4
19831117,9.45,9.97,11.44
19831118,9.23,9.97,11.46
19831121,9.24,9.9,11.38
19831122,9.07,9.85,11.34
19831123,9.35,9.93,11.37
19831124,,,
19831125,9.24,9.91,11.31
19831128,9.23,10.02,11.41
19831129,9.27,9.97,11.31
19831130,9.34,9.98,11.36
19831201,9.46,9.99,11.37
19831202,9.51,10.08,11.47
19831205,9.55,10.08,11.5
19831206,9.38,10.04,11.46
19831207,9.52,10.08,11.49
19831208,9.56,10.16,11.57
19831209,9.43,10.13,11.58
19831212,9.53,10.06,11.54
19831213,9.5,10.18,11.65
19831214,9.74,10.17,11.68
19831215,9.94,10.18,11.66
19831216,9.73,10.14,11.59
19831219,9.66,10.13,11.59
19831220,9.43,10.16,11.56
19831221,9.13,10.11,11.54
19831222,9.35,10.1,11.51
19831223,8.66,10.14,11.53
19831226,,,
19831227,9.06,10.08,11.5
19831228,9.7,10.11,11.56
19831229,10.61,10.09,11.52
19831230,9.92,10.08,11.57
19840102,,,
19840103,10.15,10.11,11.59
19840104,9.96,10.03,11.5
19840105,9.62,9.99,11.47
19840106,9.43,9.93,11.43
19840109,9.55,9.98,11.47
19840110,9.42,9.92,11.44
19840111,9.83,9.99,11.46
19840112,9.61,9.98,11.48
19840113,9.4,9.66,11.26
19840116,9.51,9.76,11.25
19840117,9.45,9.85,11.28
19840118,10.04,9.97,11.3
19840119,9.63,9.88,11.29
19840120,9.48,9.86,11.32
19840123,9.66,9.87,11.31
19840124,9.57,9.88,11.31
19840125,9.44,9.87,11.31
19840126,9.48,9.87,11.31
19840127,9.31,9.85,11.31
19840130,9.34,9.83,11.31
19840131,9.35,9.85,11.34
19840201,9.74,9.8,11.31
19840202,9.6,9.78,11.28
19840203,9.51,9.8,11.31
19840206,9.69,9.97,11.4
19840207,9.69,9.95,11.4
19840208,9.57,9.94,11.41
19840209,9.49,9.9,11.43
19840210,9.44,9.95,11.52
19840213,9.41,,
19840214,9.67,10.02,11.54
19840215,9.83,9.96,11.5
19840216,9.64,10.01,11.51
19840217,9.56,10.2,11.63
19840220,,,
19840221,9.64,10.18,11.62
19840222,9.67,10.17,11.61
19840223,9.72,10.29,11.76
19840224,9.63,10.18,11.69
19840227,9.72,10.26,11.77
19840228,9.53,10.25,11.8
19840229,9.45,10.21,11.74
19840301,9.73,10.28,11.77
19840302,9.75,10.18,11.68
19840305,9.81,10.24,11.76
19840306,9.72,10.26,11.77
19840307,9.66,10.32,11.87
19840308,9.74,10.38,11.9
19840309,9.73,10.46,11.95
19840312,9.84,10.43,11.94
19840313,9.79,10.47,11.97
19840314,9.96,10.56,12
19840315,10.09,10.53,11.99
19840316,9.84,10.65,12.01
19840319,10.07,10.73,12.11
19840320,10.25,10.81,12.13
19840321,10.36,10.85,12.17
19840322,10.45,10.93,12.22
19840323,10.28,10.91,12.23
19840326,10.06,10.87,12.2
19840327,9.62,10.83,12.21
19840328,8.81,10.75,12.15
19840329,10.07,10.72,12.16
19840330,10.24,10.8,12.28
19840402,10.42,10.84,12.29
19840403,10.75,10.98,12.4
19840404,10.9,10.99,12.44
19840405,10.74,10.97,12.42
19840406,10.37,10.79,12.24
19840409,10.32,10.71,12.22
19840410,9.49,10.71,12.26
19840411,9.25,10.71,12.24
19840412,10.34,10.74,12.16
19840413,10.24,10.91,12.3
19840416,10.5,10.95,12.35
19840417,10.45,10.87,12.3
19840418,10.61,10.95,12.4
19840419,10.73,10.98,12.47
19840420,9.77,,
19840423,9.63,10.97,12.49
19840424,9.55,10.95,12.46
19840425,10.67,10.97,12.45
19840426,10.63,10.93,12.42
19840427,10.49,11.06,12.55
19840430,10.9,11.11,12.57
19840501,11.04,11.08,12.57
19840502,10.88,11.16,12.62
19840503,10.45,11.17,12.64
19840504,10.04,11.41,12.83
19840507,10.48,11.49,12.9
19840508,11.06,11.47,12.88
19840509,11.12,11.5,12.97
19840510,11,11.5,12.98
19840511,10.58,11.65,13.2
19840514,10.33,11.69,13.3
19840515,10.55,11.69,13.23
19840516,9.99,11.62,13.17
19840517,9.92,11.72,13.27
19840518,9.01,11.68,13.21
19840521,9.71,11.66,13.18
19840522,10.73,11.8,13.27
19840523,10.84,11.85,13.3
19840524,10.72,12,13.46
19840525,10.04,11.9,13.52
19840528,,,
19840529,10.51,12.07,13.7
19840530,10.71,12.2,13.84
19840531,10.81,12.15,13.76
19840601,10.53,11.96,13.46
19840604,10.99,11.85,13.29
19840605,10.65,11.82,13.24
19840606,11.03,11.89,13.38
19840607,11.01,12,13.43
19840608,10.76,12.03,13.35
19840611,11.16,12.2,13.57
19840612,10.83,12.13,13.45
19840613,10.66,11.97,13.37
19840614,11.04,11.93,13.31
19840615,11.33,11.85,13.12
19840618,11.56,11.91,13.19
19840619,11.55,11.91,13.3
19840620,12.31,12.26,13.57
19840621,11.9,12.34,13.67
19840622,11.51,12.31,13.72
19840625,11.08,12.24,13.7
19840626,10.84,12.29,13.77
19840627,10.51,12.25,13.7
19840628,10.64,12.32,13.7
19840629,10.85,12.3,13.72
19840702,11.43,12.23,13.73
19840703,10.88,12.19,13.67
19840704,,,
19840705,11.25,12.1,13.64
19840706,11.13,12.15,13.65
19840709,11.52,12.05,13.4
19840710,11.37,12.1,13.46
19840711,11.22,12.23,13.45
19840712,11.03,12.13,13.39
19840713,11,11.99,13.24
19840716,11.45,12.07,13.24
19840717,11.4,12.11,13.29
19840718,11.6,12.01,13.22
19840719,11.36,11.95,13.17
19840720,11.09,12,13.24
19840723,11.49,12.06,13.25
19840724,11.21,12,13.24
19840725,11.02,11.86,12.95
19840726,11.29,11.76,12.8
19840727,11.33,11.8,12.89
19840730,11.53,11.9,13
19840731,11.83,11.86,12.85
19840801,12.04,11.82,12.74
19840802,11.65,11.85,12.71
19840803,11.5,11.75,12.55
19840806,11.76,11.88,12.66
19840807,11.74,11.85,12.64
19840808,11.5,11.8,12.62
19840809,11.62,11.74,12.59
19840810,11.57,11.73,12.63
19840813,11.73,11.81,12.71
19840814,11.52,11.71,12.62
19840815,11.82,11.7,12.68
19840816,11.74,11.7,12.66
19840817,11.77,11.73,12.67
19840820,11.87,11.8,12.66
19840821,11.83,11.8,12.64
19840822,11.61,11.78,12.66
19840823,11.57,11.81,12.68
19840824,11.53,11.81,12.67
19840827,11.68,11.95,12.8
19840828,11.47,11.97,12.82
19840829,11.2,11.97,12.78
19840830,11.65,11.99,12.79
19840831,11.64,11.96,12.77
19840903,,,
19840904,11.81,12.01,12.85
19840905,11.72,12.02,12.92
19840906,11.71,11.95,12.82
19840907,11.56,11.83,12.75
19840910,11.36,11.65,12.65
19840911,11.23,11.68,12.59
19840912,11.66,11.69,12.62
19840913,11.55,11.56,12.47
19840914,11.38,11.48,12.42
19840917,11.64,11.53,12.42
19840918,11.53,11.45,12.33
19840919,11.35,11.34,12.26
19840920,11.12,11.3,12.27
19840921,10.89,11.43,12.44
19840924,10.94,11.49,12.51
19840925,10.52,11.43,12.53
19840926,9.84,11.42,12.47
19840927,11,11.32,12.31
19840928,11.23,11.43,12.48
19841001,11.38,11.44,12.51
19841002,11.42,11.44,12.52
19841003,10.91,11.4,12.49
19841004,10.58,11.37,12.45
19841005,10.21,11.31,12.35
19841008,,,
19841009,9.91,11.25,12.32
19841010,8.72,11.23,12.32
19841011,10.25,11.12,12.23
19841012,10.02,11.03,12.17
19841015,10.54,11.11,12.24
19841016,10.45,11.1,12.25
19841017,10.27,10.99,12.21
19841018,9.92,10.82,11.98
19841019,9.83,10.61,11.82
19841022,9.95,10.62,11.82
19841023,9.24,10.45,11.62
19841024,7.53,10.29,11.55
19841025,9.24,10.35,11.65
19841026,9.59,10.59,11.83
19841029,9.99,10.55,11.79
19841030,10.1,10.37,11.63
19841031,9.99,10.26,11.59
19841101,10.26,10.18,11.45
19841102,10.15,10.17,11.46
19841105,9.57,10.01,11.4
19841106,9.47,,
19841107,9.35,9.93,11.45
19841108,9.76,10.06,11.55
19841109,9.5,9.91,11.47
19841112,,,
19841113,9.51,10.06,11.55
19841114,9.56,10.08,11.59
19841115,9.62,9.95,11.52
19841116,9.54,9.85,11.46
19841119,9.45,9.85,11.41
19841120,9.28,9.76,11.29
19841121,9.32,9.53,11.14
19841122,,,
19841123,8.97,9.43,10.99
19841126,9.03,9.48,11.05
19841127,8.96,9.51,11.05
19841128,8.78,9.51,11.03
19841129,8.63,9.52,11.07
19841130,8.92,9.71,11.25
19841203,9.27,9.66,11.23
19841204,8.8,9.59,11.16
19841205,8.35,9.58,11.14
19841206,8.93,9.68,11.23
19841207,8.62,9.65,11.31
19841210,8.75,9.63,11.26
19841211,8.75,9.57,11.18
19841212,8.58,9.44,11.14
19841213,8.42,9.54,11.27
19841214,8.26,9.26,11.08
19841217,7.83,9.18,11.01
19841218,6.93,9.01,10.83
19841219,7.98,9.04,10.86
19841220,8.29,9.14,10.89
19841221,8.06,9.1,10.89
19841224,7.53,9.02,10.85
19841225,,,
19841226,8.12,9.08,10.97
19841227,8.51,9.11,10.98
19841228,8.62,9.17,11.03
19841231,8.74,9.22,11.08
19850101,,,
19850102,9.37,9.19,11.22
19850103,8.77,9.17,11.13
19850104,8.18,9.17,11.19
19850107,8.23,9.03,11.09
19850108,8.3,9.04,11.04
19850109,8.02,8.95,11.03
19850110,8.23,9.05,11.05
19850111,8.24,9.13,11.14
19850114,8.15,9.12,11.13
19850115,8.03,9.04,11.01
19850116,8.51,9.04,11.02
19850117,8.27,9.04,10.99
19850118,8.1,8.99,10.89
19850121,8.1,,
19850122,8.29,8.91,10.79
19850123,8.36,8.9,10.74
19850124,8.33,8.88,10.61
19850125,8.37,8.9,10.66
19850128,8.62,8.95,10.7
19850129,8.61,8.97,10.7
19850130,8.49,8.95,10.68
19850131,8.73,9.09,10.77
19850201,8.74,9.21,10.93
19850204,8.61,9.2,10.99
19850205,8.36,9.14,10.93
19850206,8.22,9.15,11
19850207,8.41,9.21,11.04
19850208,8.49,9.18,11
19850211,8.3,9.22,11.05
19850212,8.3,,
19850213,8.61,9.22,11.02
19850214,8.59,9.18,10.93
19850215,8.53,9.15,10.98
19850218,,,
19850219,8.63,9.13,10.95
19850220,8.67,9.24,11.09
19850221,8.67,9.4,11.29
19850222,8.5,9.44,11.35
19850225,8.52,9.41,11.4
19850226,8.04,9.41,11.35
19850227,8.06,9.64,11.51
19850228,8.74,9.72,11.55
19850301,8.74,9.87,11.52
19850304,8.73,9.91,11.57
19850305,8.53,9.84,11.49
19850306,8.21,9.88,11.53
19850307,8.47,10.08,11.61
19850308,8.42,9.76,11.37
19850311,8.26,9.71,11.38
19850312,8.53,9.8,11.45
19850313,9.12,9.95,11.59
19850314,9.12,10.07,11.63
19850315,8.81,10,11.63
19850318,8.62,10.09,11.7
19850319,8.62,10.04,11.67
19850320,8.49,10,11.62
19850321,8.6,9.84,11.48
19850322,8.61,9.89,11.55
19850325,8.45,9.83,11.53
19850326,7.99,9.77,11.45
19850327,7.79,9.71,11.49
19850328,8.89,9.61,11.38
19850329,8.58,9.49,11.29
19850401,8.83,9.51,11.28
19850402,8.79,9.54,11.33
19850403,8.49,9.55,11.34
19850404,8.56,9.54,11.35
19850405,8.14,,
19850408,8.58,9.53,11.36
19850409,8.68,9.4,11.28
19850410,8.94,9.36,11.2
19850411,8.81,9.14,11.05
19850412,8.49,9.15,11.05
19850415,8.57,9.15,11.02
19850416,8.3,8.95,10.8
19850417,8.09,9.01,10.86
19850418,7.84,8.77,10.69
19850419,7.6,8.86,10.69
19850422,7.52,8.77,10.67
19850423,7.88,8.9,10.79
19850424,7.81,8.88,10.77
19850425,8.23,8.96,10.87
19850426,8.14,8.93,10.87
19850429,8.41,9.07,10.96
19850430,8.58,8.99,10.91
19850501,8.83,8.89,10.81
19850502,8.83,8.91,10.83
19850503,8.28,8.73,10.74
19850506,7.97,8.76,10.71
19850507,7.98,8.72,10.68
19850508,7.71,8.76,10.74
19850509,8.08,8.73,10.68
19850510,8.18,8.68,10.57
19850513,8.16,8.69,10.56
19850514,8.02,8.58,10.39
19850515,8.17,8.49,10.39
19850516,8.24,8.38,10.28
19850517,8,8.45,10.32
19850520,7.75,8.21,10.04
19850521,7.65,8.23,10.07
19850522,7.76,8.21,10.05
19850523,7.8,8.25,10.11
19850524,7.46,8.19,10.05
19850527,,,
19850528,7.71,8.14,9.95
19850529,7.87,8.15,9.9
19850530,7.71,8.09,9.84
19850531,7.64,7.98,9.68
19850603,7.84,7.83,9.5
19850604,7.91,7.81,9.47
19850605,7.87,7.63,9.26
19850606,7.77,7.72,9.33
19850607,7.6,7.99,9.67
19850610,7.76,8.04,9.68
19850611,7.62,7.92,9.63
19850612,7.4,7.88,9.65
19850613,7.38,7.87,9.67
19850614,7.27,7.54,9.39
19850617,7.25,7.59,9.45
19850618,6.77,7.48,9.33
19850619,6.73,7.6,9.46
19850620,7.34,7.7,9.51
19850621,7.41,7.94,9.75
19850624,7.59,7.98,9.83
19850625,7.6,8.02,9.95
19850626,7.46,7.98,9.97
19850627,7.74,7.86,9.83
19850628,7.95,7.71,9.65
19850701,8.12,7.72,9.58
19850702,8.13,7.73,9.61
19850703,8.58,7.75,9.62
19850704,,,
19850705,8.05,7.43,9.3
19850708,8.13,7.6,9.41
19850709,7.96,7.65,9.41
19850710,7.7,7.66,9.45
19850711,7.8,7.84,9.61
19850712,7.67,7.88,9.63
19850715,7.71,7.84,9.63
19850716,7.58,7.76,9.59
19850717,8.26,7.71,9.54
19850718,8.01,7.88,9.71
19850719,7.91,7.92,9.72
19850722,8.07,8.02,9.87
19850723,7.83,8.05,9.91
19850724,7.55,8.04,9.92
19850725,7.49,8.01,9.91
19850726,7.41,8.02,9.96
19850729,7.6,8.07,10.02
19850730,7.57,8.14,10.02
19850731,8.61,8.12,9.98
19850801,8.26,8.12,9.95
19850802,7.94,8.23,10.09
19850805,7.85,8.22,10.06
19850806,7.76,8.18,10.08
19850807,7.73,8.16,10.01
19850808,7.68,8.11,9.91
19850809,7.61,8.08,9.86
19850812,7.85,8.07,9.86
19850813,8.02,8.1,9.92
19850814,8.75,8.05,9.84
19850815,8.53,8.1,9.83
19850816,8.22,8.01,9.74
19850819,7.99,8,9.74
19850820,7.67,8,9.7
19850821,7.57,7.92,9.63
19850822,7.79,7.91,9.62
19850823,7.69,7.94,9.67
19850826,7.86,7.98,9.7
19850827,7.93,7.94,9.65
19850828,7.82,7.95,9.63
19850829,7.81,7.94,9.58
19850830,7.8,8.03,9.74
19850902,,,
19850903,8.24,8.02,9.71
19850904,7.91,7.92,9.64
19850905,7.72,8.02,9.71
19850906,7.68,8.21,9.97
19850909,7.95,8.22,9.97
19850910,7.83,8.19,9.96
19850911,8.03,8.23,9.98
19850912,7.95,8.21,9.97
19850913,7.77,8.14,9.87
19850916,8.06,8.09,9.83
19850917,7.82,8.13,9.85
19850918,7.82,8.12,9.87
19850919,8.03,8.16,9.89
19850920,7.93,8.07,9.81
19850923,7.92,7.94,9.74
19850924,7.85,7.9,9.69
19850925,8.15,7.81,9.59
19850926,7.87,7.87,9.61
19850927,7.97,,
19850930,8.84,7.99,9.73
19851001,8.26,7.94,9.69
19851002,7.97,7.95,9.69
19851003,7.9,7.97,9.69
19851004,7.73,7.97,9.73
19851007,7.8,8.07,9.83
19851008,7.7,8.06,9.81
19851009,8.32,8.05,9.82
19851010,8.28,8.08,9.82
19851011,7.94,8.05,9.82
19851014,,,
19851015,8.16,8.06,9.79
19851016,7.98,8.02,9.73
19851017,7.99,7.99,9.67
19851018,8,7.97,9.62
19851021,8.15,7.98,9.63
19851022,8.11,7.98,9.6
19851023,8.71,8.02,9.62
19851024,8.22,8.09,9.64
19851025,7.87,8.07,9.67
19851028,7.86,8.08,9.75
19851029,7.73,8.01,9.61
19851030,7.8,7.91,9.45
19851031,8.08,7.92,9.47
19851101,8.32,7.91,9.45
19851104,8.33,7.95,9.44
19851105,8.29,7.93,9.39
19851106,8.42,7.91,9.38
19851107,8.18,7.92,9.38
19851108,7.87,7.82,9.3
19851111,,,
19851112,8.03,7.81,9.2
19851113,7.97,7.88,9.28
19851114,7.95,7.91,9.33
19851115,8.58,7.94,9.39
19851118,7.81,7.83,9.22
19851119,7.29,7.83,9.2
19851120,8.12,7.87,9.22
19851121,8.04,7.84,9.17
19851122,7.41,7.86,9.22
19851125,7.94,7.87,9.23
19851126,7.9,7.9,9.24
19851127,7.88,7.86,9.12
19851128,,,
19851129,8.54,7.85,9.07
19851202,8.56,7.91,9.14
19851203,8.68,7.92,9.15
19851204,8.69,7.87,9.1
19851205,8.29,7.91,9.1
19851206,7.99,7.89,9.12
19851209,8.02,7.83,8.98
19851210,7.93,7.76,8.83
19851211,7.99,7.53,8.64
19851212,7.9,7.61,8.72
19851213,7.84,7.5,8.63
19851216,8,7.53,8.62
19851217,7.93,7.52,8.48
19851218,8.98,7.64,8.57
19851219,8.17,7.59,8.58
19851220,7.99,7.58,8.52
19851223,8.03,7.63,8.56
19851224,7.97,7.63,8.56
19851225,,,
19851226,8,7.55,8.52
19851227,7.62,7.55,8.5
19851230,9.08,7.62,8.49
19851231,13.46,7.6,8.49
19860101,,,
19860102,8.76,7.64,8.51
19860103,8.34,7.65,8.52
19860106,8,7.64,8.54
19860107,7.82,7.59,8.44
19860108,7.79,7.73,8.58
19860109,7.93,7.83,8.78
19860110,7.87,7.89,8.89
19860113,8.08,7.95,9
19860114,7.94,7.93,8.93
19860115,8.04,7.85,8.82
19860116,7.92,7.79,8.79
19860117,7.8,7.8,8.74
19860120,,,
19860121,7.96,7.77,8.74
19860122,8.01,7.76,8.77
19860123,7.89,7.71,8.74
19860124,7.79,7.68,8.74
19860127,7.95,7.63,8.63
19860128,7.85,7.6,8.53
19860129,7.78,7.65,8.56
19860130,8.02,7.64,8.57
19860131,8.09,7.57,8.53
19860203,8.02,7.59,8.5
19860204,7.79,7.55,8.44
19860205,7.69,7.58,8.51
19860206,7.73,7.63,8.54
19860207,7.8,7.8,8.62
19860210,7.92,7.74,8.54
19860211,7.84,7.68,8.47
19860212,8.03,7.71,8.46
19860213,7.89,7.71,8.43
19860214,7.75,7.59,8.29
19860217,,,
19860218,8.09,7.56,8.28
19860219,7.91,7.67,8.37
19860220,7.82,7.68,8.39
19860221,7.73,7.56,8.24
19860224,7.89,7.53,8.2
19860225,7.88,7.59,8.21
19860226,7.95,7.57,8.07
19860227,7.91,7.48,7.91
19860228,7.95,7.43,7.91
19860303,7.93,7.35,7.76
19860304,7.76,7.23,7.55
19860305,7.77,7.3,7.76
19860306,7.66,7.14,7.68
19860307,7.39,7.07,7.56
19860310,7.42,7.01,7.41
19860311,7.53,7.03,7.35
19860312,7.88,7.04,7.37
19860313,7.56,7.07,7.46
19860314,7.39,7,7.4
19860317,7.6,7.03,7.42
19860318,7.55,7.03,7.48
19860319,7.38,7.02,7.46
19860320,7.25,7,7.45
19860321,7.17,6.98,7.47
19860324,7.24,6.92,7.4
19860325,7.35,6.93,7.39
19860326,7.41,6.92,7.36
19860327,7.42,6.79,7.28
19860328,7.11,,
19860331,8.06,6.72,7.19
19860401,7.49,6.7,7.18
19860402,7.45,6.68,7.21
19860403,7.44,6.68,7.29
19860404,6.97,6.58,7.22
19860407,7.09,6.56,7.19
19860408,6.96,6.48,7.07
19860409,6.92,6.33,6.99
19860410,7.11,6.32,6.95
19860411,6.87,6.34,7
19860414,6.99,6.26,6.89
19860415,7.07,6.26,6.88
19860416,7.02,6.14,6.68
19860417,6.79,6.19,6.75
19860418,6.71,6.19,6.78
19860421,7,6.23,6.75
19860422,7.14,6.32,6.93
19860423,7.37,6.48,7.11
19860424,6.99,6.62,7.31
19860425,6.78,6.65,7.39
19860428,6.9,6.59,7.27
19860429,6.87,6.55,7.17
19860430,7.05,6.54,7.17
19860501,7.13,6.55,7.2
19860502,6.86,6.57,7.23
19860505,6.88,6.51,7.17
19860506,6.73,6.48,7.16
19860507,6.74,6.49,7.21
19860508,6.84,6.45,7.17
19860509,6.78,6.51,7.25
19860512,6.92,6.61,7.41
19860513,6.85,6.61,7.46
19860514,6.82,6.56,7.48
19860515,7,6.65,7.67
19860516,6.8,6.8,7.89
19860519,6.89,6.8,7.87
19860520,6.86,6.75,7.8
19860521,6.96,6.72,7.76
19860522,6.87,6.73,7.76
19860523,6.79,6.7,7.73
19860526,,,
19860527,6.98,6.67,7.65
19860528,6.97,6.72,7.55
19860529,6.84,6.87,7.78
19860530,6.84,6.88,7.82
19860602,7.05,7,8.05
19860603,7.1,7.01,7.99
